KPD_SIFRA	NAZIV	SEKTOR	RAZINA	FINALNA
10.11	Prerađeno i konzervirano meso, osim mesa peradi	C	3	NE
10.12	Prerađeno i konzervirano meso peradi	C	3	NE
10.13	Pripremljeno i konzervirano meso, jestivi mesni otpaci i ostaci ili krv	C	3	NE
10.20	Prerađene i konzervirane ribe, rakovi i mekušci	C	3	NE
10.31	Prerađeni i konzervirani krumpir	C	3	NE
10.32	Sokovi od voća i povrća	C	3	NE
10.39	Ostalo prerađeno i konzervirano voće i povrće	C	3	NE
10.41	Ulja i masti	C	3	NE
10.42	Margarin i slične jestive masti	C	3	NE
10.51	Proizvodi od mlijeka i sira	C	3	NE
10.52	Sladoled i ostali jestivi ledeni proizvodi	C	3	NE
10.61	Mlinski proizvodi	C	3	NE
10.62	Škrob i škrobni proizvodi	C	3	NE
10.71	Kruh, svježa peciva i slični proizvodi te kolači	C	3	NE
10.72	Dvopek i keksi; trajna peciva i kolači	C	3	NE
10.73	Makaroni, rezanci, kuskus i slična tjestenina	C	3	NE
10.81	Šećer	C	3	NE
10.82	Kakao, čokoladni proizvodi i proizvodi od šećera	C	3	NE
10.83	Prerađeni čaj i kava	C	3	NE
10.84	Začini i drugi dodaci hrani	C	3	NE
10.85	Gotova hrana i jela	C	3	NE
10.86	Homogenizirani prehrambeni pripravci i dijetetska hrana	C	3	NE
10.89	Ostali prehrambeni proizvodi, d. n.	C	3	NE
10.91	Pripremljena stočna hrana	C	3	NE
10.92	Pripremljena hrana za kućne ljubimce	C	3	NE
11.01	Destilirana, pročišćena i miješana alkoholna pića	C	3	NE
11.02	Vino od grožđa	C	3	NE
11.03	Ostala fermentirana pića (npr. jabukovača, kruškovača, medovina); miješana pića koja sadržavaju alkohol	C	3	NE
11.04	Ostala nedestilirana fermentirana pića	C	3	NE
11.05	Pivo te talog i otpaci iz pivovara	C	3	NE
11.06	Slad	C	3	NE
11.07	Osvježavajući napitci i flaširana voda	C	3	NE
12.00	Duhanski proizvodi	C	3	NE
13.10	Tekstilna pređa i konac	C	3	NE
13.20	Tkanine	C	3	NE
13.30	Usluge dovršavanja tekstila	C	3	NE
13.91	Pletene i kukičane tkanine	C	3	NE
13.92	Tekstilni proizvodi za kućanstvo i gotovi proizvodi za pokućstvo	C	3	NE
13.93	Tepisi i sagovi	C	3	NE
13.94	Užad, konopci, upleteni konac i mreže	C	3	NE
13.95	Netkani tekstil i netkani proizvodi	C	3	NE
13.96	Ostali tehnički i industrijski tekstil	C	3	NE
13.99	Ostali tekstil, d. n.	C	3	NE
14.10	Pletena i kukičana odjeća	C	3	NE
14.21	Vanjska odjeća	C	3	NE
14.22	Rublje, osim pletenog ili kukičanog	C	3	NE
14.23	Radna odjeća	C	3	NE
14.24	Kožna odjeća i proizvodi od krzna	C	3	NE
14.29	Ostala odjeća i pribor za odjeću, d. n.	C	3	NE
15.11	Štavljena, obrađena, bojena koža i krzno	C	3	NE
15.12	Sedlarski i remenarski proizvodi; putne torbe, ručne torbe i slično; ostali proizvodi od kože	C	3	NE
15.20	Obuća	C	3	NE
16.11	Drvo, piljeno i blanjano	C	3	NE
16.12	Usluge obrade i dorade drva	C	3	NE
16.21	Furnirane ploče i ostale ploče od drva	C	3	NE
16.22	Sastavljeni parket	C	3	NE
16.23	Ostala građevna stolarija i elementi	C	3	NE
16.24	Ambalaža od drva	C	3	NE
16.25	Prozori, vrata-prozori i njihovi okviri, vrata, dovratnici i pragovi od drva	C	3	NE
16.26	Kruta goriva iz biljne biomase	C	3	NE
16.27	Usluge dorade proizvoda od drva	C	3	NE
16.28	Ostali proizvodi od drva i pluta, slame i pletarskih materijala	C	3	NE
17.11	Celuloza od drva ili drugih vlaknastih celuloznih materijala	C	3	NE
17.12	Papir i karton	C	3	NE
17.21	Valoviti papir, karton i ambalaža od papira i kartona	C	3	NE
17.22	Roba za kućanstvo i higijenu te toaletne potrepštine od papira	C	3	NE
17.23	Uredski materijal od papira	C	3	NE
17.24	Zidne tapete	C	3	NE
17.25	Ostali proizvodi od papira i kartona	C	3	NE
18.11	Usluge tiskanja novina	C	3	NE
18.12	Ostale usluge tiskanja	C	3	NE
18.13	Usluge pripreme za tisak i objavljivanje	C	3	NE
18.14	Knjigoveške i srodne usluge	C	3	NE
18.20	Usluge umnožavanja snimljenih zapisa	C	3	NE
19.10	Proizvodi koksnih peći	C	3	NE
19.20	Rafinirani naftni proizvodi i proizvodi od fosilnih goriva	C	3	NE
20.11	Industrijski plinovi	C	3	NE
20.12	Bojila i pigmenti	C	3	NE
20.13	Ostale anorganske osnovne kemikalije	C	3	NE
20.14	Ostale organske osnovne kemikalije	C	3	NE
20.15	Gnojiva i dušični spojevi	C	3	NE
20.16	Plastika u primarnim oblicima	C	3	NE
20.17	Sintetički kaučuk u primarnim oblicima	C	3	NE
20.20	Pesticidi, dezinficijensi i drugi agrokemijski proizvodi	C	3	NE
20.30	Boje, lakovi i slični premazi, grafičke boje i kitovi	C	3	NE
20.41	Sapuni i deterdženti, sredstva za čišćenje i poliranje	C	3	NE
20.42	Parfemi i toaletno-kozmetički preparati	C	3	NE
20.51	Tekuća biogoriva	C	3	NE
20.59	Ostali kemijski proizvodi, d. n.	C	3	NE
20.60	Umjetna vlakna	C	3	NE
21.10	Osnovni farmaceutski proizvodi	C	3	NE
21.20	Farmaceutski pripravci	C	3	NE
22.11	Vanjske i unutarnje gume (zračnice); protektiranje i obnova vanjskih i unutarnjih guma	C	3	NE
22.12	Ostali proizvodi od gume	C	3	NE
22.21	Ploče, listovi, cijevi i profili od plastike	C	3	NE
22.22	Ambalaža od plastike	C	3	NE
22.23	Vrata, prozori i njihovi okviri te pragovi za vrata; rolete, kapci i slični proizvodi te njihovi dijelovi, od plastike	C	3	NE
22.24	Proizvodi od plastike za građevinarstvo	C	3	NE
22.25	Usluge obrade i dovršavanja proizvoda od plastike	C	3	NE
22.26	Ostali proizvodi od plastike	C	3	NE
23.11	Ravno staklo	C	3	NE
23.12	Oblikovano i obrađeno ravno staklo	C	3	NE
23.13	Šuplje staklo	C	3	NE
23.14	Staklena vlakna	C	3	NE
23.15	Ostalo obrađeno staklo	C	3	NE
23.20	Vatrostalni proizvodi	C	3	NE
23.31	Keramičke pločice i ploče	C	3	NE
23.32	Opeka, crjepovi i proizvodi od pečene gline za građevinarstvo	C	3	NE
23.41	Keramički proizvodi za kućanstvo i ukrasni predmeti	C	3	NE
23.42	Sanitarna keramika	C	3	NE
23.43	Keramički izolatori i izolacijski pribor	C	3	NE
23.44	Ostali tehnički proizvodi od keramike	C	3	NE
23.45	Ostali proizvodi od keramike	C	3	NE
23.51	Cement	C	3	NE
23.52	Vapno i gips	C	3	NE
23.61	Proizvodi od betona za građevinarstvo	C	3	NE
23.62	Proizvodi od gipsa za građevinarstvo	C	3	NE
23.63	Gotova betonska smjesa	C	3	NE
23.64	Žbuka	C	3	NE
23.65	Proizvodi od fibrocementa	C	3	NE
23.66	Ostali proizvodi od betona, cementa i gipsa	C	3	NE
23.70	Rezani, oblikovani i obrađeni kamen	C	3	NE
23.91	Brusni proizvodi (abrazivi)	C	3	NE
23.99	Ostali nemetalni mineralni proizvodi, d. n.	C	3	NE
24.10	Sirovo željezo, čelik i ferolegure	C	3	NE
24.20	Cijevi, šuplji profili i pripadajući pribor, od željeza ili čelika	C	3	NE
24.31	Hladnovučene šipke	C	3	NE
24.32	Hladnovaljane uske trake	C	3	NE
24.33	Hladnooblikovani i profilirani proizvodi	C	3	NE
24.34	Hladnovučene žice	C	3	NE
24.41	Plemeniti metali	C	3	NE
24.42	Aluminij	C	3	NE
24.43	Olovo, cink i kositar	C	3	NE
24.44	Bakar	C	3	NE
24.45	Ostali obojeni metali	C	3	NE
24.46	Prirodni uran i njegovi spojevi; legure, disperzije, keramički proizvodi i mješavine koje sadržavaju prirodni uran ili spojeve prirodnog urana	C	3	NE
24.51	Usluge lijevanja željeza	C	3	NE
24.52	Usluge lijevanja čelika; cijevi i pribor za cijevi od lijevanog čelika	C	3	NE
24.53	Usluge lijevanja lakih metala	C	3	NE
24.54	Usluge lijevanja bakra, cinka i ostalih obojenih metala	C	3	NE
25.11	Metalne konstrukcije i njihovi dijelovi	C	3	NE
25.12	Vrata, prozori i njihovi okviri te pragovi za vrata, od metala	C	3	NE
25.21	Radijatori, parni kotlovi i kotlovi za centralno grijanje	C	3	NE
25.22	Ostale cisterne, rezervoari i slične posude od metala	C	3	NE
25.30	Oružje i streljivo	C	3	NE
25.40	Usluge kovanja i oblikovanja metala; metalurgija praha	C	3	NE
25.51	Usluge prevlačenja metala	C	3	NE
25.52	Usluge toplinske obrade metala	C	3	NE
25.53	Usluge strojne obrade metala	C	3	NE
25.61	Pribor za jelo i sječiva	C	3	NE
25.62	Brave i okovi	C	3	NE
25.63	Alati	C	3	NE
25.91	Čelične bačve i slične posude	C	3	NE
25.92	Ambalaža od lakih metala	C	3	NE
25.93	Proizvodi od žice, lanci i opruge	C	3	NE
25.94	Zakovice i vijčana roba	C	3	NE
25.99	Ostali gotovi proizvodi od metala, d. n.	C	3	NE
26.11	Elektroničke komponente	C	3	NE
26.12	Pune elektroničke ploče	C	3	NE
26.20	Računala i periferna oprema	C	3	NE
26.30	Komunikacijska oprema	C	3	NE
26.40	Elektronički uređaji za široku potrošnju	C	3	NE
26.51	Oprema za mjerenje, ispitivanje i navigaciju	C	3	NE
26.52	Satovi	C	3	NE
26.60	Oprema za zračenje, elektromedicinska i elektroterapeutska oprema	C	3	NE
26.70	Optički instrumenti, magnetski i optički mediji te fotografska oprema	C	3	NE
27.11	Elektromotori, generatori i transformatori	C	3	NE
27.12	Uređaji za distribuciju i kontrolu električne energije	C	3	NE
27.20	Baterije i akumulatori	C	3	NE
27.31	Kablovi od optičkih vlakana	C	3	NE
27.32	Ostale elektroničke i električne žice i kablovi	C	3	NE
27.33	Elektroinstalacijski materijal	C	3	NE
27.40	Rasvjetna oprema	C	3	NE
27.51	Električni aparati za kućanstvo	C	3	NE
27.52	Neelektrični aparati za kućanstvo	C	3	NE
27.90	Ostala električna oprema	C	3	NE
28.11	Motori i turbine, osim motora za zrakoplove i motorna vozila	C	3	NE
28.12	Hidraulični pogonski uređaji	C	3	NE
28.13	Ostale crpke i kompresori	C	3	NE
28.14	Ostale slavine i ventili	C	3	NE
28.15	Ležajevi, prijenosnici, prijenosni i pogonski elementi	C	3	NE
28.21	Peći, kamini i trajna oprema za grijanje kućanstva	C	3	NE
28.22	Uređaji za dizanje i prenošenje	C	3	NE
28.23	Uredski strojevi i oprema, osim računala i periferne opreme	C	3	NE
28.24	Mehanizirani ručni alat	C	3	NE
28.25	Rashladna i ventilacijska oprema, osim za kućanstva	C	3	NE
28.29	Ostali strojevi za opće namjene, d. n.	C	3	NE
28.30	Strojevi za poljoprivredu i šumarstvo	C	3	NE
28.41	Strojevi za oblikovanje metala i alatni strojevi za obradu metala	C	3	NE
28.42	Ostali alatni strojevi	C	3	NE
28.91	Strojevi za metalurgiju i njihovi dijelovi	C	3	NE
28.92	Strojevi za rudarstvo, vađenje i građevinarstvo	C	3	NE
28.93	Strojevi za industriju hrane, pića i duhana	C	3	NE
28.94	Strojevi za industriju tekstila, odjeće i kože	C	3	NE
28.95	Strojevi za industriju papira i kartona te njihovi dijelovi	C	3	NE
28.96	Strojevi za plastiku i gumu	C	3	NE
28.97	Strojevi za aditivnu proizvodnju	C	3	NE
28.99	Ostali strojevi za posebne namjene, d. n.	C	3	NE
29.10	Motorna vozila	C	3	NE
29.20	Karoserije za motorna vozila; prikolice i poluprikolice	C	3	NE
29.31	Električna i elektronička oprema za motorna vozila	C	3	NE
29.32	Ostali dijelovi i pribor za motorna vozila	C	3	NE
30.11	Civilni brodovi i plutajući objekti	C	3	NE
30.12	Čamci za razonodu i sportski čamci	C	3	NE
30.13	Vojni brodovi i plovila	C	3	NE
30.20	Željezničke lokomotive i tračnička vozila	C	3	NE
30.31	Civilni zrakoplovi i svemirske letjelice te srodni strojevi i oprema	C	3	NE
30.32	Vojni zrakoplovi i svemirske letjelice te srodni strojevi i oprema	C	3	NE
30.40	Vojna borbena vozila	C	3	NE
30.91	Motocikli	C	3	NE
30.92	Bicikli i invalidska kolica	C	3	NE
30.99	Ostala prijevozna sredstva, d. n.	C	3	NE
31.00	Namještaj	C	3	NE
32.11	Kovani novac	C	3	NE
32.12	Nakit i srodni proizvodi	C	3	NE
32.13	Imitacija nakita (bižuterija) i srodni proizvodi	C	3	NE
32.20	Glazbeni instrumenti	C	3	NE
32.30	Sportska oprema	C	3	NE
32.40	Igre i igračke	C	3	NE
32.50	Medicinski i stomatološki instrumenti i pribor	C	3	NE
32.91	Metle i četke	C	3	NE
32.99	Ostala proizvedena roba, d. n.	C	3	NE
33.11	Usluge popravka i održavanja metalnih proizvoda	C	3	NE
33.12	Usluge popravka i održavanja strojeva	C	3	NE
33.13	Usluge popravka i održavanja elektroničke i optičke opreme	C	3	NE
33.14	Usluge popravka i održavanja električne opreme	C	3	NE
33.15	Usluge popravka i održavanja civilnih brodova i čamaca	C	3	NE
33.16	Usluge popravka i održavanja civilnih zrakoplova i svemirskih letjelica	C	3	NE
33.17	Usluge popravka i održavanja ostalih civilnih prijevoznih sredstava	C	3	NE
33.18	Usluge popravka i održavanja vojnih borbenih vozila, brodova, čamaca, zrakoplova i svemirskih letjelica	C	3	NE
33.19	Usluge popravka i održavanja ostale opreme	C	3	NE
33.20	Usluge instaliranja industrijskih strojeva i opreme	C	3	NE
35.11	Električna energija iz neobnovljivih izvora	D	3	NE
35.12	Električna energija iz obnovljivih izvora	D	3	NE
35.13	Usluge prijenosa električne energije	D	3	NE
35.14	Usluge distribucije električne energije	D	3	NE
35.15	Usluge trgovine električnom energijom	D	3	NE
35.16	Usluge skladištenja električne energije	D	3	NE
35.21	Proizvedeni plin, za opskrbu energijom	D	3	NE
35.22	Usluge distribucije plinovitih goriva distribucijskom mrežom	D	3	NE
35.23	Usluge trgovine plinom distribucijskom mrežom	D	3	NE
35.24	Usluge skladištenja plina kao dio usluge opskrbe putem mreže	D	3	NE
35.30	Usluge opskrbe parom i klimatizacije	D	3	NE
35.40	Usluge brokera i agenata za električnu energiju i plin	D	3	NE
36.00	Prirodna voda; usluge pročišćavanja vode i opskrbe vodom	E	3	NE
37.00	Usluge uklanjanja otpadnih voda; kanalizacijski mulj	E	3	NE
38.11	Usluge skupljanja neopasnog otpada	E	3	NE
38.12	Usluge skupljanja opasnog otpada	E	3	NE
38.21	Usluge oporabe materijala i sekundarne sirovine	E	3	NE
38.22	Usluge oporabe energije i pelete od komunalnog otpada za spaljivanje s dobivanjem energije	E	3	NE
38.23	Usluge oporabe ostalog otpada	E	3	NE
38.31	Usluge spaljivanja otpada bez dobivanja energije	E	3	NE
38.32	Usluge odlaganja ili trajnog skladištenja otpada	E	3	NE
38.33	Ostale usluge zbrinjavanja otpada	E	3	NE
39.00	Usluge sanacije okoliša i ostale usluge gospodarenja otpadom	E	3	NE
41.00	Stambene i nestambene zgrade, građevinski radovi na izgradnji stambenih i nestambenih zgrada	F	3	NE
42.11	Ceste i autoceste; građevinski radovi na izgradnji cesta i autocesta	F	3	NE
42.12	Željezničke pruge i podzemne željeznice; građevinski radovi na izgradnji željezničkih pruga i podzemnih željeznica	F	3	NE
42.13	Mostovi i tuneli; građevinski radovi na izgradnji mostova i tunela	F	3	NE
42.21	Cjevovodi za tekućine i plinove te građevinski radovi na izgradnji cjevovoda za tekućine i plinove	F	3	NE
42.22	Elektroenergetski i telekomunikacijski vodovi te građevinski radovi na izgradnji elektroenergetskih i telekomunikacijskih vodova	F	3	NE
42.91	Vodne građevine i građevinski radovi na izgradnji vodnih građevina	F	3	NE
42.99	Ostale građevine niskogradnje i građevinski radovi na izgradnji ostalih građevina niskogradnje, d. n.	F	3	NE
43.11	Radovi na uklanjanju građevina	F	3	NE
43.12	Pripremni radovi na gradilištu	F	3	NE
43.13	Radovi na pokusnom bušenju i sondiranju terena za gradnju	F	3	NE
43.21	Elektroinstalacijski radovi	F	3	NE
43.22	Radovi na uvođenju instalacija vodovoda, kanalizacije i plina te instalacija za grijanje i klimatizaciju	F	3	NE
43.23	Radovi na postavljanju izolacije i hidroizolacije	F	3	NE
43.24	Ostali građevinski instalacijski radovi	F	3	NE
43.31	Fasadni i štukaturni radovi	F	3	NE
43.32	Radovi na ugradnji stolarije	F	3	NE
43.33	Radovi na postavljanju podnih i zidnih obloga	F	3	NE
43.34	Soboslikarski i staklarski radovi	F	3	NE
43.35	Ostali završni građevinski radovi	F	3	NE
43.41	Radovi na krovištu i hidroizolaciji krovišta	F	3	NE
43.42	Ostali specijalizirani građevinski radovi u gradnji zgrada	F	3	NE
43.50	Specijalizirani građevinski radovi u niskogradnji	F	3	NE
43.60	Usluge posredovanja u pružanju specijaliziranih građevinskih usluga	F	3	NE
43.91	Zidarski radovi	F	3	NE
43.99	Ostali specijalizirani građevinski radovi, d. n.	F	3	NE
46.11	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, poljoprivrednim sirovinama, živim životinjama, tekstilnim sirovinama i poluproizvodima	G	3	NE
46.12	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, gorivima, rudama, metalima i industrijskim kemikalijama	G	3	NE
46.13	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, drvenom građom i građevinskim materijalima	G	3	NE
46.14	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, strojevima, industrijskom opremom, brodovima i zrakoplovima	G	3	NE
46.15	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, namještajem, proizvodima za kućanstvo i željeznom robom	G	3	NE
46.16	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, tekstilom, odjećom, krznom, obućom i proizvodima od kože	G	3	NE
46.17	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, hranom, pićima i duhanom	G	3	NE
46.18	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, ostalim određenim proizvodima	G	3	NE
46.19	Usluge trgovine na veliko, uz naplatu ili na osnovi ugovora, nespecijaliziranim proizvodima	G	3	NE
46.21	Usluge trgovine na veliko žitaricama, neprerađenim duhanom, sjemenjem i stočnom hranom	G	3	NE
46.22	Usluge trgovine na veliko cvijećem i sadnicama	G	3	NE
46.23	Usluge trgovine na veliko živim životinjama	G	3	NE
46.24	Usluge trgovine na veliko sirovim i štavljenim kožama	G	3	NE
46.31	Usluge trgovine na veliko voćem i povrćem	G	3	NE
46.32	Usluge trgovine na veliko mesom, mesnim proizvodima, ribom i ribljim proizvodima	G	3	NE
46.33	Usluge trgovine na veliko mlijekom i mliječnim proizvodima, jajima, jestivim uljima i mastima	G	3	NE
46.34	Usluge trgovine na veliko pićima	G	3	NE
46.35	Usluge trgovine na veliko duhanskim proizvodima	G	3	NE
46.36	Usluge trgovine na veliko šećerom, čokoladom i proizvodima od šećera	G	3	NE
46.37	Usluge trgovine na veliko kavom, čajem, kakaom i začinima	G	3	NE
46.38	Usluge trgovine na veliko ostalom hranom	G	3	NE
46.39	Usluge nespecijalizirane trgovine na veliko hranom, pićima i duhanom	G	3	NE
46.41	Usluge trgovine na veliko tekstilom	G	3	NE
46.42	Usluge trgovine na veliko odjećom i obućom	G	3	NE
46.43	Usluge trgovine na veliko električnim aparatima za kućanstvo	G	3	NE
46.44	Usluge trgovine na veliko porculanom, staklom i proizvodima za čišćenje	G	3	NE
46.45	Usluge trgovine na veliko parfemima i kozmetikom	G	3	NE
46.46	Usluge trgovine na veliko farmaceutskim i medicinskim proizvodima	G	3	NE
46.47	Usluge trgovine na veliko namještajem za kućanstva, urede i trgovine, sagovima i opremom za rasvjetu	G	3	NE
46.48	Usluge trgovine na veliko satovima i nakitom	G	3	NE
46.49	Usluge trgovine na veliko ostalim proizvodima za kućanstvo	G	3	NE
46.50	Usluge trgovine na veliko informacijsko-komunikacijskom opremom	G	3	NE
46.61	Usluge trgovine na veliko poljoprivrednim strojevima, opremom i priborom	G	3	NE
46.62	Usluge trgovine na veliko alatnim strojevima	G	3	NE
46.63	Usluge trgovine na veliko strojevima za rudarstvo i građevinarstvo	G	3	NE
46.64	Usluge trgovine na veliko ostalim strojevima i opremom	G	3	NE
46.71	Usluge trgovine na veliko motornim vozilima	G	3	NE
46.72	Usluge trgovine na veliko dijelovima i priborom za motorna vozila	G	3	NE
46.73	Usluge trgovine na veliko motociklima te dijelovima i priborom za motocikle	G	3	NE
46.81	Usluge trgovine na veliko krutim, tekućim i plinovitim gorivima te srodnim proizvodima	G	3	NE
46.82	Usluge trgovine na veliko metalima i metalnim rudama	G	3	NE
46.83	Usluge trgovine na veliko drvom, građevinskim materijalima i sanitarnom opremom	G	3	NE
46.84	Usluge trgovine na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje	G	3	NE
46.85	Usluge trgovine na veliko kemijskim proizvodima	G	3	NE
46.86	Usluge trgovine na veliko ostalim poluproizvodima	G	3	NE
46.87	Usluge trgovine na veliko ostacima i otpacima	G	3	NE
46.89	Ostale usluge specijalizirane trgovine na veliko, d. n.	G	3	NE
46.90	Nespecijalizirane usluge trgovine na veliko	G	3	NE
47.21	Usluge trgovine na malo voćem i povrćem	G	3	NE
47.22	Usluge trgovine na malo mesom i mesnim proizvodima	G	3	NE
47.23	Usluge trgovine na malo ribama, rakovima i mekušcima	G	3	NE
47.24	Usluge trgovine na malo kruhom, kolačima i slatkim proizvodima	G	3	NE
47.25	Usluge trgovine na malo pićima	G	3	NE
47.26	Usluge trgovine na malo duhanskim proizvodima	G	3	NE
47.27	Usluge trgovine na malo ostalim prehrambenim proizvodima	G	3	NE
47.30	Usluge trgovine na malo motornim gorivima i mazivima	G	3	NE
47.40	Usluge trgovine na malo informacijsko-komunikacijskom opremom	G	3	NE
47.51	Usluge trgovine na malo tekstilom	G	3	NE
47.52	Usluge trgovine na malo željeznom robom, građevinskim materijalom, bojama i staklom	G	3	NE
47.53	Usluge trgovine na malo sagovima, prostirkama za pod, zidnim i podnim oblogama	G	3	NE
47.54	Usluge trgovine na malo električnim aparatima za kućanstvo	G	3	NE
47.55	Usluge trgovine na malo namještajem, opremom za rasvjetu, stolnim posuđem i ostalim proizvodima za kućanstvo	G	3	NE
47.61	Usluge trgovine na malo knjigama	G	3	NE
47.62	Usluge trgovine na malo novinama i ostalim periodičnim publikacijama te papirnatom robom i pisaćim priborom	G	3	NE
47.63	Usluge trgovine na malo sportskom opremom i opremom za kampiranje	G	3	NE
47.64	Usluge trgovine na malo igrama i igračkama	G	3	NE
